,Link_ID,FID,length
509,1564,6427,0.004910102885260915
510,1565,6427,0.022824997263302543
511,6,6307,0.13423032253111744
512,20,6307,0.11210444344661435
513,23,6307,0.06288725917848122
514,34,6307,0.13486335683702064
515,40,6307,0.0537408166004822
516,49,6307,0.1339847386826274
517,60,6307,0.11518690353463157
518,66,6307,0.1325346470065879
519,69,6307,0.05799773850515689
520,87,6307,0.11385567529208863
521,102,6307,0.3513121676253709
522,106,6307,0.1316946491875495
523,109,6307,0.07215327089457312
524,111,6307,0.009599766919821034
525,117,6307,0.1322431570064884
526,119,6307,0.07679947826656362
527,122,6307,0.1358814204136406
528,147,6307,0.005610296818446078
529,159,6307,0.12708762970629514
530,160,6307,0.17329064678925415
531,161,6307,0.020141126132900415
532,167,6307,0.1572290245308689
533,168,6307,0.10721540840893642
534,175,6307,0.11204308000514404
535,180,6307,0.12622751742209026
536,181,6307,0.06659238514151858
537,184,6307,0.049274124120336917
538,188,6307,0.13173690355114545
539,189,6307,0.1357920577328418
540,196,6307,0.051848774876334776
541,198,6307,0.05287709301746889
542,207,6307,0.03983958300166271
543,214,6307,0.13854869533653844
544,215,6307,0.03763586018292175
545,216,6307,0.060686981997410544
546,217,6307,0.1348930123375026
547,223,6307,0.10288715270954035
548,224,6307,0.04962826076141455
549,234,6307,0.09807767598361376
550,236,6307,0.03638529436888037
551,239,6307,0.061170890792577114
552,241,6307,0.08012574218205647
553,243,6307,0.0974389983730825
554,280,6307,0.015280700566097993
555,285,6307,0.05215004221416099
556,286,6307,0.049502016033333374
557,288,6307,0.20940211211081705
558,289,6307,0.056457196755111835
559,324,6307,0.012113645571254019
560,326,6307,0.051911505041450465
561,344,6307,0.06584178259477184
562,345,6307,0.019350110520301163
563,346,6307,0.08948868513194125
564,347,6307,0.09664189054415044
565,363,6307,0.11253237527747306
566,370,6307,0.1325634026010984
567,371,6307,0.021038929413554192
568,372,6307,0.10407271551044621
569,373,6307,0.006267499798996791
570,374,6307,0.0612561575685228
571,377,6307,0.13419988206283673
572,394,6307,0.006646865219496977
573,395,6307,0.005001940816396224
574,400,6307,0.005997834889807406
575,401,6307,0.06776759430582402
576,402,6307,0.07197292905838973
577,403,6307,0.017269736767659312
578,418,6307,0.03682842167104412
579,419,6307,0.2413281882775622
580,437,6307,0.23956453467796987
581,450,6307,0.02087809718788154
582,464,6307,0.05152972742127024
583,465,6307,0.08060444278960778
584,470,6307,0.21885195438321864
585,471,6307,0.06713535888584903
